Stok kodu;Master Barkod;Stok ismi;FÜYAT
221200008742;8690536008742;BINGO DYNAMIC BUL.MAK.1500GR TUZ;5,95
221000902279;8690536902279;BINGO DYNAMIC BUL.MAK.250ML TEMIZLEYICI;9,75
221300008766;8690536008766;BINGO DYNAMIC BUL.MAK.500ML PARLATICI;6,45
221300008780;8690536008780;BINGO DYNAMIC BUL.MAK.500ML PARLATICI LIMON;6,95
222800004690;8690536004690;BINGO KREM 500ML AMONYAKLI;2,95
222800004713;8690536004713;BINGO KREM 500ML MUTFAK LIMON;2,95
220100901364;8690536901364;BINGO MATIK 1500GR ERGUVAN;9,95
220100900664;8690536900664;BINGO MATIK 1500GR LOVELY;9,95
220100900633;8690536900633;BINGO MATIK 1500GR PARFUMSUZ;9,95
220100900640;8690536900640;BINGO MATIK 1500GR SENSITIVE;9,95
220100903085;8690536903085;BINGO MATIK 4.5KG ERGUVAN ESINTISI;16,95
220100903634;8690536903634;BINGO MATIK 4.5KG PARFUMSUZ;16,95
220100903092;8690536903092;BINGO MATIK 4.5KG RENKLILER ICIN;16,95
220100903627;8690536903627;BINGO MATIK 4.5KG SENSITIVE;16,95
220100900138;8690536900138;BINGO MATIK 9KG SOFT SENSTVE;24,95
220100903283;8690536903283;BINGO MATIK SIVI 1350ML ERGUVAN;13,5
220100903290;8690536903290;BINGO MATIK SIVI 1350ML PARFUMSUZ;13,5
222100590605;8690536590605;BINGO OV 600GR LIMON;2,75
220700354306;8690536354306;BINGO SOFT 1LT SENSITIVE;3,75
220700001729;8690536001729;BINGO SOFT 2LT BAHAR UYANISI;7,95
220700900039;8690536900039;BINGO SOFT 2LT LAVANTA LOVELY;7,95
220700001767;8690536001767;BINGO SOFT 2LT LAVANTA RUZGARI;7,95
220700001743;8690536001743;BINGO SOFT 2LT SENSITIVE;7,95
220700000029;8690536000029;BINGO SOFT 4LT BAHAR UYANISI;10,95
220700000043;8690536000043;BINGO SOFT 4LT LAVANTA RUZGARI;10,95
220700900046;8690536900046;BINGO SOFT 4LT LOVELY;10,95
220700000067;8690536000067;BINGO SOFT 4LT SENSITIVE;10,95
220700352203;8690536352203;BINGO SOFT 6LT GUL PEMBE;12,95
220700352128;8690536352128;BINGO SOFT 6LT LAVANTA RUZGARI;12,95
220700900053;8690536900053;BINGO SOFT 6LT LOVELY;12,95
220700352142;8690536352142;BINGO SOFT 6LT SENSITIVE;12,95
220700903504;8690536903504;BINGO SOFT KONS.1250 ML TILSIM;9,85
220700903511;8690536903511;BINGO SOFT KONS.1250 ML TUTKU;9,85
220700901739;8690536901739;BINGO SOFT KONS.1500ML ADA FERAHLIGI;9,95
220700901654;8690536901654;BINGO SOFT KONS.1500ML BAHAR UYANIÞI;9,95
220700903658;8690536903658;BINGO SOFT KONS.1500ML OGLUM;9,95
220700901647;8690536901647;BINGO SOFT KONS.1500ML SENSITIVE;9,95
220700901708;8690536901708;BINGO SOFT KONS.750ML ADA FERAHLIGI;6,45
220700901692;8690536901692;BINGO SOFT KONS.750ML LOVELY;5,75
220700901616;8690536901616;BINGO SOFT KONS.750ML SENSITIVE;5,75
220500101443;8690536101443;BINGO TUL 500GR;7,45
220600901203;8690536901203;BINGO ULTRA CAM.SUYU 2000ML BANYO;6,95
220600901234;8690536901234;BINGO ULTRA CAM.SUYU 2000ML KLASIK;6,95
220600901210;8690536901210;BINGO ULTRA CAM.SUYU 2000ML MUTFAK;6,95
220600901159;8690536901159;BINGO ULTRA CAM.SUYU 750ML BANYO;3,25
220600901180;8690536901180;BINGO ULTRA CAM.SUYU 750ML KLASIK;3,25
220600901166;8690536901166;BINGO ULTRA CAM.SUYU 750ML MUTFAK;3,25
222400100507;8690536100507;BINGOSIL HALI 1000GR ELDE;10,95
222400100521;8690536100521;BINGOSIL HALI 1000GR MAKINE;9,95
222800004751;8690536004751;BINGOSIL KREM 750ML AMONYAKLI;3,95
222800004799;8690536004799;BINGOSIL KREM 750ML CICEK;3,95
222800004775;8690536004775;BINGOSIL KREM 750ML LIMONLU;3,95
222300902163;8690536902163;BINGOSIL MUTFAK 750ML STANDART;7,75
222100000586;8690536000586;BINGOSIL YUZEY TEM.1000ML LAVANTA;3,95
222100901142;8690536901142;BINGOSIL YUZEY TEM.1000ML LOVELY;3,95
222100900251;8690536900251;BINGOSIL YUZEY TEM.1000ML MUTLU YUVAM;3,95
222100000562;8690536000562;BINGOSIL YUZEY TEM.1000ML PEMBE DUS;3,95
222100004287;8690536004287;BINGOSIL YUZEY TEM.1000ML STAR;3,95
222100005116;8690536005116;BINGOSIL YUZEY TEM.3000ML LAVANTA CICEKLERI;7,95
222100901265;8690536901265;BINGOSIL YUZEY TEM.3000ML LOVELY;7,95
222100900268;8690536900268;BINGOSIL YUZEY TEM.3000ML MUTLU YUVAM;7,95
222100005055;8690536005055;BINGOSIL YUZEY TEM.3000ML PEMBE DUSLER;7,95
222100005130;8690536005130;BINGOSIL YUZEY TEM.3000ML STAR;7,95
240100611004;8680512611004;BIOBLAS ANTI STRESS400ML+250ML HED;9,95
240100610977;8680512610977;BIOBLAS BOYALI&ROFLE 400ML+250ML HED;9,95
240100611035;8680512611035;BIOBLAS DOKULMEYE KARSI400ML+250ML HED;9,95
240100610960;8680512610960;BIOBLAS KURU YIPRANMIS400ML+250ML HED;9,95
240100611028;8680512611028;BIOBLAS NORMAL400ML+250MLHED;9,95
240100094022;8697432094022;BIOBLAS SAMP.400ML NORMAL SACLAR;9,75
240100096187;8697432096187;BIOBLAS SAMP.400ML STRESTEN ZAYIFLAYAN;9,75
240100611011;8680512611011;BIOBLAS YAGLI SACLAR4000ML+250ML HED;9,95
240100610953;8680512610953;BIOBLAS YAVAS UZAYAN400ML+250ML HED;9,95
152300122014;8690106122014;BIRMA 250GR MARGARIN PKT;1,35
110100013183;8690106013183;BIRYAG AYCICEK YAGI 18LT TNK;109,5
110100011011;8690106011011;BIRYAG AYCICEK YAGI 1LT;7,95
110100011028;8690106011028;BIRYAG AYCICEK YAGI 2LT;14,95
110100013053;8690106013053;BIRYAG AYCICEK YAGI 5LT TNK;27,95
110100226557;8691375226854;BIZIM AYCICEK YAGI 1LT;8,75
110100226564;8691375226564;BIZIM AYCICEK YAGI 2LT;16,95
110100226571;8691375226571;BIZIM AYCICEK YAGI 5LT TNK;28,953
111800064350;8691375643507;BIZIM BUGDAY NISASTASI 200GR 6435-00;2,75
112400641206;8691375641206;BIZIM BULYON 20GR ET SUYU 36LI;0,55
112400064656;8691375645037;BIZIM BULYON 24 LU 240GR ET 6465-06;5,95
112400064655;8691375645044;BIZIM BULYON 24 LU 240GR TAVUK 6465-05;5,95
112400064467;8691375644610;BIZIM BULYON 9+3LU 120GR ET 6446-07;2,85
112400064501;8691375644511;BIZIM BULYON 9+3LU 120GR TAVUK 6450-01;2,85
114100064276;8691375642739;BIZIM CITIR PANE HARCI 100GR 6427-06;2,75
114100642982;8691375642982;BIZIM CITIR PANE HARCI 90GR;2,95
112200640209;8691375640209;BIZIM CORBA HZR.65GR DOMATES;1,49
112200640100;8691375640100;BIZIM CORBA HZR.65GR EZOGELIN;1,49
112200640605;8691375640605;BIZIM CORBA HZR.65GR ISKEMBE;1,49
112200640704;8691375640704;BIZIM CORBA HZR.65GR KR.MANTAR;1,49
112200640308;8691375640308;BIZIM CORBA HZR.65GR KR.MERCIMEK;1,49
112200640506;8691375640506;BIZIM CORBA HZR.65GR KR.TAVUK;1,49
112200640407;8691375640407;BIZIM CORBA HZR.65GR SEHRIYELI TAVUK;1,49
112200640803;8691375640803;BIZIM CORBA HZR.65GR TARHANA;1,49
112200640902;8691375640902;BIZIM CORBA HZR.80GR YAYLA;1,49
112800642572;8690504642572;BIZIM KABARTMA TOZU 10 LU;1,49
112800064546;8691375645112;BIZIM KABARTMA TOZU 5 LI 6454-06;0,85
100800048116;8691375481161;BIZIM KETCAP 300GR 4811-06;2,95
100800048139;8692971481395;BIZIM KETCAP 300GR ACILI 4813-09;2,95
100800048196;8691375481208;BIZIM KETCAP 420GR ACILI;3,45
100800048195;8691375481109;BIZIM KETCAP 420GR TATLI;3,45
100800048115;8692971481135;BIZIM KETCAP 420GR+MAYONEZ 365GR;7,95
100800048159;8692971481593;BIZIM KETCAP 750GR ACILI 4815-09;4,95
100800048158;8692971481586;BIZIM KETCAP 750GR SADE 4815-08;4,95
100800048135;8692971481357;BIZIM KETCAP 750GR+MAYONEZ 650GR 4813-05;10,95
114100642999;8691375642999;BIZIM KOFTE HARCI 85GR;2,95
152300060856;8691375608506;BIZIM MARGARIN 250GR KASE;2,75
152300060829;8691375608209;BIZIM MARGARIN 250GR PKT;1,55
152300060853;8691375608513;BIZIM MARGARIN 500GR KASE;4,95
152300061525;8691375615245;BIZIM MARGARIN 6X250GR;8,95
152300060854;8691375608544;BIZIM MARGARIN KAH.KEYFI 250GR KASE;2,75
100900048136;8692971481364;BIZIM MAYONEZ 250GR 4813-06;3,99
100900048162;8691375481802;BIZIM MAYONEZ 365GR 481602;5,45
100900048163;8692971481630;BIZIM MAYONEZ 650GR 4816-03;8,95
111800642565;8690504642565;BIZIM MISIR NISASTASI 150GR 6425-06;1,5
110200226748;8691375226748;BIZIM MISIROZU YAG 18LT TNK.;129,5
110200022670;8691375226700;BIZIM MISIROZU YAG 1LT;8,95
110200022677;8691375226717;BIZIM MISIROZU YAG 2LT;17,95
110200022674;8691375226724;BIZIM MISIROZU YAG 5LT TNK.;32,95
112200632450;8690504632450;BIZIM OZEL CORBA 100GR ANALI KIZLI BULGURLU;2,49
112200647478;8690504647478;BIZIM OZEL CORBA 70GR TAVUKLU TARHANA;2,49
112200647454;8690504647454;BIZIM OZEL CORBA 93GR DOM.BAKL.ERIST.;2,49
112200647461;8690504647461;BIZIM OZEL CORBA MAKARNALI SEB CORBASI;2,49
111600642558;8690504642558;BIZIM PIRINC UNU 175GR 6425-05;1,95
111600064211;8691375642111;BIZIM PIRINC UNU 500GR 6421-01;3,99
111000064341;8691375643415;BIZIM PUDRA SEKERI 250GR 6434-01;3,35
112900645266;8690504645429;BIZIM SEKERLI VANILYA 10LU;1,49
112900064536;8691375645211;BIZIM SEKERLI VANILYA 5 LI 64536;0,85
111400064180;8691375641800;BIZIM UN 1000GR;2,95
111400064187;8691375641817;BIZIM UN 2000GR;5,75
111400064184;8691375641824;BIZIM UN 4000GR;10,95
131200865256;8698720865256;BLACK BRUIN 250ML ENERJI ICECEGI;1
240100672307;5011321672307;BLENDAX SAMP 650ML CANLI RENKLER VE BAKIM;10,95
240100701704;5410076701704;BLENDAX SAMP 650ML CICEK OZLU;10,95
240100672369;5011321672369;BLENDAX SAMP 650ML ISIRGAN OZLU;10,95
240100672093;5011321672093;BLENDAX SAMP 650ML KEPEGE KARSI;10,95
240100379336;4084500379336;BLENDAX SAMP 650ML KEPEKLI KARSI 2IN1;10,95
240100966005;4015400966005;BLENDAX SAMP 650ML KEPEKLI SACLAR;10,95
240100960162;4015600960162;BLENDAX SAMP 650ML KIRIK SAC;10,95
240100874032;4015600874032;BLENDAX SAMP 650ML MAYA OZLU;10,95
240100976801;5011321976801;BLENDAX SAMP 650ML MENTOL SERINLIGI;10,95
240100672277;5011321672277;BLENDAX SAMP 650ML YAGLANMAYI DENGELEYICI;10,95
240100672154;5011321672154;BLENDAX SAMP 650ML YASEMIN OZLU;10,95
240100646371;5410076646371;BLENDAX SAMP 650ML ZEYTINYAGLI OZLU;10,95
131200800017;8694023800017;BLUE EAGLE ENERJI ICECEGI 250ML;1
240900201031;8690556201031;BOGAZICI KOLONYA 200ML LIMON;3,99
240900205015;8690556205015;BOGAZICI KOLONYA 400ML LIMON PVC;5,95
240900401035;8690556401035;BOGAZICI LIMON KOLONYASI 1 LT;9,95
224200412053;9000100677431;BREF WC 100GR TEMIZLEME KUPU AKTIF;5,45
131200066015;5060466513563;BURN 250ML;2,95
131200131768;5060466514058;BURN 500ML;3,95
331600364273;2500000364273;CAKMAK MANYATOLU;1,25
331600364280;2500000364280;CAKMAK TASLI;0,75
241100030412;8690973030412;CALDION DEO 150ML MEN;6,95
241100050656;8690973050656;CALDION DEO 150ML NIGHT;6,95
241100030481;8690973030481;CALDION DEO 150ML NIGHT WOMEN;6,95
241100050519;8690973050519;CALDION DEO 150ML WOMEN;6,95
241300050472;8690973050472;CALDION DEO ROLL STICK 50ML WOMEN;5,95
241300030382;8690973030382;CALDION DEO STICK 50ML MEN;5,45
221000531114;8690570531114;CALGON TABLET 15 LI;10,95
221000531411;8690570531411;CALGON TABLET 15+15 LI;19,75
221000530353;8690570530353;CALGON TOZ 500GR KIREC ONLEYICI;9,85
221100532463;8690570532463;CALGONIT FINISH JEL 1000ML H1A MAVI;32,95
221100535808;8690570535808;CALGONIT FINISH JEL 1100ML;18,95
221100536423;8690570536423;CALGONIT FINISH TABLET H1A 110 LU;39,95
221100534627;8690570534627;CALGONIT FINISH TABLET H1A 26LI PST.;13,95
221100533736;8690570533736;CALGONIT FINISH TABLET H1A 72LI PST.;29,95
244500010014;8690625010014;CAM SAKIZI 270GR SUPER AGDA;3,45
130300052517;8690504525127;CAMLICA GAZOZ 1,5LT;2,25
130300052501;8690504525011;CAMLICA GAZOZ 250ML;1
130300526565;8697520526565;CAMLICA GAZOZ 250ML CILEK KAVUN;1
130300526589;8697520526589;CAMLICA GAZOZ 250ML ELMA ARMUT;1
130300526558;8697520526558;CAMLICA GAZOZ 250ML K.MEYVELER;1
222500210111;8690546210111;CAMSIL MATIK 1000ML+1000ML HED.;6,95
222500430250;8690546430250;CAMSIL MATIK 1000ML+500ML HED.;4,95
222500210258;8690546210258;CAMSIL MATIK 500ML;2,45
230600300180;8690742300180;CANBEBE BEBEK BAKIM ORTUSU 10LU;11,5
230600151881;8690742151881;CANBEBE C.BEZI AYLIK P.3 MIDI 90LI;28,95
230600151898;8690742151898;CANBEBE C.BEZI AYLIK P.4 MAXI 74LU;28,95
230600151904;8690742151904;CANBEBE C.BEZI AYLIK P.4+ MAXI PLUS 70LI;28,95
230600151911;8690742151911;CANBEBE C.BEZI AYLIK P.5 JUNIOR 64LU;28,95
230600100940;8690742100940;CANBEBE C.BEZI IKIZ 1 YENIDOGAN 44LU;17,95
230600100742;8690742100742;CANBEBE C.BEZI IKIZ 2 MINI 40LI;17,95
230600100735;8690742100735;CANBEBE C.BEZI IKIZ 3 MIDI 29LU;17,95
230600100728;8690742100728;CANBEBE C.BEZI IKIZ 4 MAXI 24LU;17,95
230600100711;8690742100711;CANBEBE C.BEZI IKIZ 4+ MAXI PLUS 22LI;17,95
230600100704;8690742100704;CANBEBE C.BEZI IKIZ 5 JUNIOR 19LU;17,95
230600100865;8690742100865;CANBEBE C.BEZI IKIZ 6 EXTRA LARGE 15LI;17,95
230600150747;8690742150747;CANBEBE C.BEZI JUMBO 1 YENIDOGAN 80LI;22,95
230600150143;8690742150143;CANBEBE C.BEZI JUMBO 2 MINI 78LI;22,95
230600100896;8690742100896;CANBEBE C.BEZI JUMBO 3 MIDI 54LU;22,95
230600100643;8690742100643;CANBEBE C.BEZI JUMBO 4 MAXI 45LI;22,95
230600100780;8690742100780;CANBEBE C.BEZI JUMBO 4+ MAXI PLUS 42LI;22,95
230600100797;8690742100797;CANBEBE C.BEZI JUMBO 5 JUNIOR 36LI;22,95
230600150853;8690742150853;CANBEBE C.BEZI JUMBO 5+ JUNIOR PLUS 30LU;22,95
230600150709;8690742150709;CANBEBE C.BEZI JUMBO 6 EXTRA LARGE 28LI;22,95
230600150754;8690742150754;CANBEBE C.BEZI MEGA 3 MIDI 72LI;26,95
230600150761;8690742150761;CANBEBE C.BEZI MEGA 4 MAXI 60LI;26,95
230600150778;8690742150778;CANBEBE C.BEZI MEGA 4+ MAXI PLUS 56LI;26,95
230600150785;8690742150785;CANBEBE C.BEZI MEGA 5 JUNIOR 48LI;26,95
230600160463;8690742160463;CANBEBE C.BEZI MEGA 6 EXTRA LARGE 40LI;26,95
230600150341;8690742150341;CANBEBE C.BEZI STAND.1 YENIDOGAN 13LU;5,99
230600100773;8690742100773;CANBEBE C.BEZI STAND.2 MINI 12LI;5,99
230600100766;8690742100766;CANBEBE C.BEZI STAND.3 MIDI 11LI;5,99
230600100759;8690742100759;CANBEBE C.BEZI STAND.4 MAXI 10LU;5,99
230600150419;8690742150419;CANBEBE C.BEZI STAND.5 JUNIOR 8LI;5,99
230600150334;8690742150334;CANBEBE C.BEZI STAND.6 EXTRA LARGE 8LI;5,99
230600150488;8690742150488;CANBEBE C.BEZIBONUS PK 3 MIDI 70LI HED.;32,95
230600150358;8690742150358;CANBEBE C.BEZIBONUS PK 4 MAXI 56LI HED.;32,95
230600150365;8690742150365;CANBEBE C.BEZIBONUS PK 4+MAXI PLUS 50LI HED.;32,95
230600150372;8690742150372;CANBEBE C.BEZIBONUS PK.5 JUNIOR 46LI HED.;32,95
230500400026;8690742400026;CANBEBE ISLAK HAVLU 64LU;2,79
230500400187;8690742400187;CANBEBE ISLAK HAVLU 64LU EXT.SOFT;2,79
230500400170;8690742400170;CANBEBE ISLAK HAVLU 88LI MAX;2,95
230800021827;8690742310660;CANPED EMICI KULOT 10LU ORTA;23,95
230800021841;5411416021841;CANPED EMICI KULOT 8LI BUYUK;23,95
230800027713;5411416027713;CANPED EMICI KULOT 8LI EXTRA LARGE;23,95
230800300067;8690742300067;CANPED HBEZI ANATOMIK 10LU ORTA;8,95
230800300050;8690742300050;CANPED HBEZI ANATOMIK 8LI BUYUK;8,95
230800310103;8690742310103;CANPED HBEZI BB 7LI BUYUK;14,5
230800310202;8690742310202;CANPED HBEZI BB 7LI EXTRA LARGE;15,95
230800310110;8690742310110;CANPED HBEZI BB 7LI GECE BUYUK;15,95
230800310059;8690742310059;CANPED HBEZI BB 9LU ORTA;14,5
230800310127;8690742310127;CANPED HBEZI BB EKO 14LU BUYUK;25,95
230800310134;8690742310134;CANPED HBEZI BB EKO 14LU GECE BUYUK;28,95
230800310608;8690742310608;CANPED HBEZI POL 7LI BUYUK;11,45
230800310493;8690742310493;CANPED HBEZI POL 9LU ORTA;11,45
230900021902;5411416021902;CANPED MESANE PEDI 10LU BUYUK;8,95
230900021889;5411416021889;CANPED MESANE PEDI 12LI ORTA;8,95
231000310066;8690742310066;CANPED YATAK ORTUSU 10LU EXT 60X90;10,95
231000310080;8690742310080;CANPED YATAK ORTUSU 10LU EXT 80X180;14,95
112200512162;8697445512162;CAPAMARKA CORBA 59GR KR.TAVUK;0,99
112200512308;8697445512308;CAPAMARKA CORBA 70GR KR.SEBZE;0,99
112200512582;8697445512582;CAPAMARKA CORBA 72GR TARHANA;0,99
112200512094;8697445512094;CAPAMARKA CORBA 74GR KR.MANTAR;0,99
112200512728;8697445512728;CAPAMARKA CORBA 74GR MERCIMEK;0,99
112200512025;8697445512025;CAPAMARKA CORBA 79GR EZOGELIN;0,99
131000207777;5449000207777;CAPPY 1LT LIMONATA;3,25
130700188328;5449000188328;CAPPY 1LT MEYVE TANEM KARIÞIK;3,75
130700186218;5449000186218;CAPPY 1LT MEYVE TANEM SEFTALI;3,75
130700030207;5449000030207;CAPPY 1LT PULPY MANDALINA;3,25
130700147417;5449000147417;CAPPY 1LT PULPY PORTAKAL;3,25
130700399510;90399510;CAPPY 330ML MEYVE TANEM KARISIK;1,95
130700021618;5449000021618;CAPPY M.SUYU 1 LT KAYISI;3,45
130700159236;5449000159236;CAPPY M.SUYU 1LT %100 ELMA KARISIK;3,85
130700159212;5449000159212;CAPPY M.SUYU 1LT %100 ELMA SEFTALI;3,85
130700159229;5449000159229;CAPPY M.SUYU 1LT %100 ELMA VISNE;3,85
130700027313;5449000027313;CAPPY M.SUYU 1LT %100 PORTAKAL;4,95
130700103697;5449000103697;CAPPY M.SUYU 1LT ANANAS;3,25
130700070944;5449000070944;CAPPY M.SUYU 1LT ATOM;3,45
130700012005;5449000012005;CAPPY M.SUYU 1LT ELMA;3,75
130700033109;5449000033109;CAPPY M.SUYU 1LT KARISIK;3,25
130700051776;5449000051776;CAPPY M.SUYU 1LT PORTAKAL;3,25
130700021595;5449000021595;CAPPY M.SUYU 1LT SEFTALI;3,25
130700021571;5449000021571;CAPPY M.SUYU 1LT VISNE;3,45
130700494895;900494895;CAPPY M.SUYU 200 ML PORTAKAL%100;1,35
130700112043;50112043;CAPPY M.SUYU 200ML %100 ELMA;1
130700822600;40822600;CAPPY M.SUYU 200ML ATOM;1
130700338588;90338588;CAPPY M.SUYU 200ML KARISIK;1
130700338571;90495526;CAPPY M.SUYU 200ML KAYISILI;1
130700495434;90495434;CAPPY M.SUYU 200ML PORTAKAL;1
130700495489;90495489;CAPPY M.SUYU 200ML SEFTALI;1
130700495441;90495441;CAPPY M.SUYU 200ML VISNE;1
130700200136;5449000200136;CAPPY M.SUYU 330ML ATOM;1,95
130700046048;5449000046048;CAPPY M.SUYU 330ML KARISIK;1,95
130700108982;5449000021601;CAPPY M.SUYU 330ML KAYISILI;1,95
130700051769;5449000051769;CAPPY M.SUYU 330ML PORTAKAL;1,95
130700147042;5449000147042;CAPPY M.SUYU 330ML PULPY PORTAKAL;1,95
130700021588;5449000021588;CAPPY M.SUYU 330ML SEFTALI;1,95
130700399244;90399244;CAPPY M.SUYU 330ML SEFTALI TANEM;1,95
130700021564;5449000021564;CAPPY M.SUYU 330ML VISNE;1,95
131900910057;8697707910057;CAYINOZU 1000GR PADISAH FILIZI;15,95
131900910132;8697707910132;CAYINOZU 500GR PADISAH  FILIZI;8,95
151000001527;8690288001527;CAYIROVA AYRAN 200ML;0,45
151800005761;8690288005761;CAYIROVA KASAR 225GR DILIMLI;5,99
151800000513;8690288000513;CAYIROVA KASAR 400GR;7,95
151800000506;8690288000506;CAYIROVA KASAR 700GR;12,95
151900000230;8690288000230;CAYIROVA PEYNIR 200GR TEL;5,75
151900000247;8690288000247;CAYIROVA PEYNIR 500GR LOR;3,95
152200000148;8690288000148;CAYIROVA TEREYAG 1KG;23,95
152200001015;8690288001015;CAYIROVA TEREYAGI 500GR;12,95
150100000063;8690288000063;CAYIROVA YOGURT 1000GR T.YAGLI;3,95
150100000056;8690288000056;CAYIROVA YOGURT 2000GR;4,99
150100000094;8690288000094;CAYIROVA YOGURT 3000GR;8,95
150100000155;8690288000155;CAYIROVA YOGURT 4000GR;10,75
150100000032;8690288000032;CAYIROVA YOGURT 500GR;1,99
131900001426;8690105004045;CAYKUR 1000GR FILIZ CAY;26,95
131900000177;8690105000177;CAYKUR 1000GR KAMELYA CAY;22,5
131900002775;8690105002775;CAYKUR 1000GR RAMAZAN CAY;21,95
131900000115;8690105001921;CAYKUR 1000GR RIZE TURIST CAY;22,5
131900000436;8690105000436;CAYKUR 1000GR TIRYAKI CAY;24,95
131900000900;8690105000900;CAYKUR 100GR BURCUM YESIL CAY;5,45
131900000160;8690105000160;CAYKUR 100GR RIZE TURIST CAY;2,95
131900000429;8690105000429;CAYKUR 125GR TOMURCUK CAY;4,95
131900002423;8690105002423;CAYKUR 2000GR TIRYAKI CAY;44,95
131900000849;8690105000849;CAYKUR 200GR ALTINBAS CAY;6,45
131900001082;8690105001082;CAYKUR 200GR CAY CICEGI CAY;5,95
131900000863;8690105000863;CAYKUR 200GR FILIZ CAY;5,95
131900000924;8690105000924;CAYKUR 200GR RIZE TURIST CAY;5,95
131900001044;8690105001044;CAYKUR 200GR SUZEN POSET;17,95
131900000382;8690105000382;CAYKUR 400GR ALTINBAS CAY TNK;15,45
131900000061;8690105000061;CAYKUR 500GR CAY CICEGI;13,95
131900000030;8690105003703;CAYKUR 500GR FILIZ CAY;13,95
131900000184;8690105000184;CAYKUR 500GR KAMELYA CAY;12,95
131900002751;8690105002751;CAYKUR 500GR RAMAZAN CAY;11,95
131900000122;8690105000122;CAYKUR 500GR RIZE TURIST CAY;13,95
131900000025;8690105000719;CAYKUR 500GR TIRYAKI CAY;13,95
131900000979;8690105000979;CAYKUR 50GR SUZEN POSET 25 LI;4,75
131900000306;8690105000306;CAYKUR DEMLIK SUZEN PST 200GR 40 LI;8,95
130800003734;8690105003734;CAYKUR DIDI 1.5LT BERGAMOT;2,95
130800003758;8690105003758;CAYKUR DIDI 1.5LT LIMON;2,95
130800003772;8690105003772;CAYKUR DIDI 1.5LT SEFTALI;2,95
130800003895;8690105003895;CAYKUR DIDI 1LT BERGAMOT;2,25
130800003871;8690105003871;CAYKUR DIDI 1LT LIMON;2,25
130800003857;8690105003857;CAYKUR DIDI 1LT SEFTALI;2,25
130800683186;8691020683186;CAYKUR DIDI 2500ML BERGAMOT;3,45
130800683179;8691020683179;CAYKUR DIDI 2500ML LIMON;3,45
130800683162;8691020683162;CAYKUR DIDI 2500ML SEFTALI;3,45
130800006223;8690105006223;CAYKUR DIDI 250ML BERGAMOT;1,25
130800683803;8690105006568;CAYKUR DIDI 250ML CILEK;1,25
130800683711;8690105006247;CAYKUR DIDI 250ML LIMON;1,25
130800683704;8690105006209;CAYKUR DIDI 250ML SEFTALI;1,25
130800675624;8691020675624;CAYKUR DIDI 500ML BERGAMOT;1,75
130800675600;8691020675600;CAYKUR DIDI 500ML LIMON;1,75
130800675617;8691020675617;CAYKUR DIDI 500ML SEFTALI;1,75
131900002386;8690105002386;CAYKUR HEMSIN BARDAK PST 50GR 25 LI;5,75
131900001709;8690105001709;CAYKUR TOMURCUK CAY 200GR;7,95
131900001891;8690105001891;CAYKUR YAPRAK YESIL CAY 150GR NANE;8,95
131900001075;8690105001075;CAYKUR YAPRAK YESIL CAY 200GR SADE;8,95
224200420015;8690546420015;CENK NAFTALIN TABLET 150GR;3,25
120700002058;8690624002058;CEREZZA 3 AL 2 ODE MULTIPACK 181042539;2,25
120700303360;8690624303360;CEREZZA AILE 42GR POPCORN;1
120700302325;8690624302325;CEREZZA SUPER 110GR TV SUT MISIR;2,75
120700302165;8690624302165;CEREZZA SUPER 119GR SINEMA PEY SOG;2,75
120700303506;8690624303506;CEREZZA SUPER 120GR KOKTEYL;2,75
111800000171;8697421000171;CEVIK NISASTA 400GR;1,35
222800285773;8697448285773;CEVRE ARAP SABUNU 600GR;4,45
222800288439;8697448288439;CEVRE ARAP SABUNU 750ML SIVI;6,75
223300285131;8697448285131;CEVRE BEZ CAM;5,35
223300285117;8697448285117;CEVRE BEZ TEMIZLIK 3LU;2,45
223300287807;8697448287807;CEVRE BEZ TEMIZLIK 9 AL6ODE HASSAS;6,15
223300285704;8697448285704;CEVRE BEZ TEMIZLIK PERFORE;8,15
220300285780;8697448285780;CEVRE CAMASIR SODASI 650GR;4,35
223600287685;8697448287685;CEVRE COP BUZGULU BUYUK CILEK;5,1
223600287692;8697448287692;CEVRE COP BUZGULU BUYUK LAVANTA;5,1
223600285001;8697448285001;CEVRE COP TORBASI 10LU BATTAL;6,15
223500285070;8697448285070;CEVRE ELDIVEN 10LU COK AMACLI;2,75
223500285063;8697448285063;CEVRE ELDIVEN 20LI SEFFAF;1,25
224200285735;8697448285735;CEVRE KLOZET BLOK ARMONI;2,85
224200285759;8697448285759;CEVRE KLOZET BLOK CAM;2,85
224200285728;8697448285728;CEVRE KLOZET BLOK LAVANTA;2,85
224200285742;8697448285742;CEVRE KLOZET BLOK LIMON;2,85
224200285698;8697448285698;CEVRE KOKU GIDERICI 80GR;2,1
280300285186;8697448285186;CEVRE KOLI BANTI 45MMX40M;3,1
224200285087;8697448285087;CEVRE KORUYUCU TABLET 100GR;3,1
223000285094;8697448285094;CEVRE LAVABO AC 2X60GR;2,1
223300288590;8697448288590;CEVRE MIKROFIBER CAM BEZI;3,95
223300288576;8697448288576;CEVRE MIKROFIBER TEM.BEZI;3,1
223300287593;8697448287593;CEVRE MOB MIKROFIBER;12,15
223300285216;8697448285216;CEVRE PASPAS SUPER SARI;4,95
341600285339;8697448285339;CEVRE RENDE CIFT TARAFLI;4,75
